file_name,caption_number,caption
Bandsaw Cut.wav,caption_1,A person cutting wood using a table saw.
Bathtub.wav,caption_1,The water is flowing while filling the bath up.
truck_passes_by.wav,caption_1,A metal door clanks open as large vehicles drive by.
outdoors ambient  village bird distant neighbours children car.wav,caption_1,A vehicle is travelling then passes another vehicle with a person screaming from it.
Greek Chat2 - (Apollonia&#39;s sPA) 18_44 05.10.wav,caption_1,A large group of people are having several conversations in the background.
Temple bells.wav,caption_1,A group of people are talking to each other and wind chimes ring at the same time.
20140812_trees.wind.wav,caption_1,It is raining at a consistent tone and frequency.
ambience car.wav,caption_1,Multiple vehicles with loud engines passing by in the distance.
traffic-cars-passing-left-to-right-nearby.wav,caption_1,Cars are going by on a busy road.
birdy.wav,caption_1,A bird chirping and whistling in a pattern several times.
Oppedette cafe #1.wav,caption_1,A man begins to sing after a dog barks.
110714_01 bird with engine.wav,caption_1,A bird chirping while a big truck passes nearby.
ambience winter fountain birds .wav,caption_1,A motor runs and water runs through a fountain.
fan_helsinki_forumtunnelist.wav,caption_1,"A machine is making noises: thumping, rattling, and grinding."
Gym&#39;sHall.wav,caption_1,A person is walking through a creaky door towards a group of people that are talking.
cow bells.wav,caption_1,A wind chime moving in the wind while birds sing faintly in the background
tiny forest creek.wav,caption_1,A small stream of water flowing at a fast pace in the outdoors
Serin.wav,caption_1,"A jet flies overhead, while birds chirp in the background."
metal door creaking loud (borQue).wav,caption_1,A creaky metal door is opened and closed repeatedly
outside general noise.wav,caption_1,Birds are chirping and water is dripping down with a tap.
water_wineglass4.wav,caption_1,A machine is making a constant loud noise.
022_House_BackYardAmbient.wav,caption_1,"A bird chirps once, then again in the distance."
Birds Chirping outside Krucifix Productions Sound Effects.wav,caption_1,Cars are driving past while four different birds chirp.
160917-eichelherr000.wav,caption_1,"A bird is flying and is making a very loud noise constantly, in a environment were it is raining."
20110422_shower.wav,caption_1,Birds are chirping while the hard rain comes down.
20071225-ramsgate-harbour.wav,caption_1,A flock of birds chirping in the distance.
10 ambient russinyol.wav,caption_1,"As the birds sing to themselves in song, the wind blows."
London Evening Roof Top (Pimlico).wav,caption_1,A nearby vehicle is driving off to the distance.
Fishermen departing with a small motor boat.wav,caption_1,A man is speaking as a vehicle motor is revs up and pulls away.
Ambience - Country Stream - Day - 96kHzdsdf.wav,caption_1,A beep occurs and water begins to flow from a creek and birds chirp.
Hallway with Water Fountain Noise.wav,caption_1,A man is speaking as machinery runs in the background.
hongkongtram.wav,caption_1,A motorcycle is being operated while a crowd of people speak.
Waterfalls_00217.wav,caption_1,Heavy rain is falling and hitting the ground.
Galle Road.wav,caption_1,"At the end, someone is speaking, while cars are moving and honking in the traffic."
Busy bar ambient sound.wav,caption_1,A large crowd of people talking to each other.
river water.wav,caption_1,Heavy water falling into a pool in a large fountain or waterfall.
sound.wav,caption_1,"Cars driving by humming along, a few cars are louder then others."
Cincinnati Cityscape with stereo bridge traffic.wav,caption_1,A car or some other type of vehicle driving fast with the window open
20130723_Rain2.wav,caption_1,Heavy rain falling down consistently in a regular pattern.
20070504.Sierra.stream.04.wav,caption_1,Water is flowing over the creek rocks while birds loudly tweet.
resonant_sewer.wav,caption_1,A container being filled with water as it rains.
DeepWoodsBirdApril142012.wav,caption_1,A bird chirps as others chirp in the distance.
AMB_Kitchen_Fridge.wav,caption_1,A machine is running at a pretty constant rate.
rambla_mar_pont.wav,caption_1,A person walks in hard shoes through water and people talk in the back ground.
old small dog barking woods 151003_0804 ST.wav,caption_1,A dog barks and a bird chirps and the wind blows.
birds 1.wav,caption_1,A bird is chirping as another is singing.
Footsteps Walking in Forest-1.wav,caption_1,A person is walking with shoes tapping lightly
footsteps woodland.wav,caption_1,A person is walking along some gravel outside.
Walking alongside the road.wav,caption_1,A person is walking over gravel with while traffic passes in the background.
Village.wav,caption_1,A church bell is ringing and birds are chirping loudly.
sultanahmet square.wav,caption_1,A crowd of people talking outside at a gathering.
train_passing2.wav,caption_1,A train horn rings out while a train hits its squeaky brakes.
evening_rain.wav,caption_1,Rain falls while a dog barks twice in the background.
cascade at Leeds Castle.wav,caption_1,Heavy rain is falling continuously as thunder rolls in the far distant background.
rainy stream 22 sec.wav,caption_1,A faucet poured into a container full of water.
Running Water Into Metal Sink Basin.wav,caption_1,A person is filling a bucket with water.
fr9 07 shop voices bell 2f.wav,caption_1,A bell goes off while multiple conversations are going on.
French playing football.wav,caption_1,A group of people playing in the outdoors with birds making noise in the background.
Midnight summer rain.wav,caption_1,Heavy rain coming down during a storm with thunder.
Rain falling on a metal roof - 96 kHz _ 24 Bit.wav,caption_1,First rain falls on a roof and then it splashes to the ground.
River1.wav,caption_1,In the closed area the motor is running continuously.
Birds in the city 1.wav,caption_1,A bird chirping is followed by more birds chirping in the background.
RoostingBirds.wav,caption_1,A large amount of birds are chirping while cars pass by in the background.
streamandbirds.wav,caption_1,Birds are chirping while a very light wind blows.
shewbox_morning_3_25_07.wav,caption_1,Birds are chirping while an engine whirs and cars pass.
truck pulls up - no horn.wav,caption_1,A car engine whirs at someone accelerates it.
Car Rain Interior .wav,caption_1,The rain falls heavily while a musical sound plays.
Fountain-Porto-19_07_2009.wav,caption_1,A person pouring a liquid out of a container outdoors with some birds chirping in the background.
smallcreekgurgling3.wav,caption_1,The water is running out of a fountain while crickets chirp in the background.
Elysian Park - Picnic Area 2.wav,caption_1,A car drives by as multiple birds are chirping and a dog is barking.
Country Stream (4).wav,caption_1,A small stream flowing in the woods with birds singing in the background.
People walking through forest.wav,caption_1,A person is speaking while a man is speaking with the woman while they are walking.
VNP_crater_rim_01.wav,caption_1,A bird whistles in the air while the wind blows.
Auto_with_fadeout.wav,caption_1,A car approaches and then slowly rolls to a stop.
In Car Ambiance.wav,caption_1,A vehicle accelerates and passes off at a distance.
Walking_on_tarmac.wav,caption_1,A person is walking on rocks and gravel.
Kylskap.wav,caption_1,A machine is running at constant speed and an object is hitting another object in the foreground.
Kids in Crowd.wav,caption_1,A large group of children is all trying to talk at once.
Shower 2.wav,caption_1,Liquid from the faucet was going down the drain.
Omsk_Victory_park_10_1.wav,caption_1,Birds are chirping at one another in the outdoors
Remote highway atmosphere.wav,caption_1,A car is driving down the street and birds are tweeting in the trees around the street.
Fireworks-Street1.wav,caption_1,A hard object being moved across another hard surface and traffic and people talking in the background.
20081130_walking_in_snow.wav,caption_1,A man is walking at a steady pace in the snow.
INT Bedroom tone 4 with bird.wav,caption_1,A river in the background with birds singing.
bathtub drain.wav,caption_1,A person is in a shower with water running over them.
Modern Front Door Inside and Outside DonFX.wav,caption_1,A door is opened and then closed over and over again.
people winter woods NL Beek 01 160216_0848.wav,caption_1,Birds chirp as people talk in the background.
"woodpecker, wind and dogs.wav",caption_1,A car goes by while the birds are chirping.
showering shower different intensities water bathroom WC.wav,caption_1,A person turns on a shower then shower water hits the floor as time goes on.
nnus_train_horn_track_noise.wav,caption_1,A passing train moving on the tracks and a train horn.
Sink faucet.wav,caption_1,A faucet being turned all the way on and off again repeatedly.
sapjjr-train-grandcentral-i6.wav,caption_1,A motor hums along as birds chirp in the background
"Car Passes, Countryside.wav",caption_1,A car approaches and passes by on the road.
Fast Flowing Stream.wav,caption_1,A river is running while birds chirp in the background.
Mild rain.wav,caption_1,A light rain continuously falling on the roof
"Crickets calling at night, UK.wav",caption_1,"As the wind blows steadily, many crickets chirp."
"Rain On Town Square, South Germany.wav",caption_1,As rain falls continuously to the ground a man is speaking.
amazon 04.wav,caption_1,A bird is singing in the background as an engine is running.
steps come and go on stone ground in a village with bird ambient.wav,caption_1,A person is walking on a hard surface while birds sing and chirp in the background.
Heavy rain - some people 2.wav,caption_1,A heavy rain coming down outside with people talking in the background.
20070102.heels.wav,caption_1,"A woman strolls down a hall with high heels clicking,  then a man and woman talk while pacing"
SprayPaint&amp;Gravel.wav,caption_1,The item is rustling during a light breeze.
GreatTit.wav,caption_1,Birds chirp a lot near the tree top.
"Bubbles, Medium, A.wav",caption_1,A person blows bubbles at a variety of speeds.
Iron Tube I.wav,caption_1,A bell is struck five times and resonates.
Krakow Busker-055.wav,caption_1,Several instruments are accompanying the man who is singing.
"AMB Ghana Rain, Vox, Goats 1 LB.wav",caption_1,Rain is pouring down as a farm animal baas in the foreground.
vaccum cleaner.wav,caption_1,A saw is grinding through wood inside the open door workshop.
Gas Stove.wav,caption_1,Electricity is sparking in a repeating pattern with gas lighting a stove
ascensore germania.wav,caption_1,Someone coughs and then talks to another person with background mechanical noise.
Los Angeles (South Bay) Police and Fire Scanner.wav,caption_1,"With a calm voice, a male emergency radio operator calls another male emergency radio operator."
VHCL_S_Airplane_Prop_001.wav,caption_1,"Overhead, a low flying airplane is rumbling through the sky."
Old Padlock.wav,caption_1,The door is not opening even with the keys being tried.
Strong Wind.wav,caption_1,Strong wind gusts are blowing and causing interference.
Passive sonar.wav,caption_1,An air conditioning vent has air rushing through it.
water_ocean_waves_shore_constant_small_001.wav,caption_1,"Loud, pounding ocean waves crash quickly against the rocks."
sewing_machine.wav,caption_1,A sewing machine begins to operate and then stops
church bells.wav,caption_1,"Someone rings a large bell over and over, very rapidly."
"Broken printer, stalled machine.wav",caption_1,A motor is struggling to get to maximum speed or power and keeps skipping.
20090911.ronca.wav,caption_1,Someone is snoring very loudly and consistently while sleeping.
playground01.wav,caption_1,A fan operates and multiple children are yelling as it echoes through a corridor.
foret.fin.de.journee.wav,caption_1,Birds twitter and sing over the chittering of insects
asd_kavely.wav,caption_1,A person walks many steps in gravel then abruptly stops.
Galloping Fingers.wav,caption_1,bouncing a ball on a hard surface first slowly then rapidly then finally fades away
Regional Train 20090429.wav,caption_1,"A train gets closer, rumbling over the tracks as birds chirp softly in the background."
Turning page.wav,caption_1,Thick sheets of paper in a book are being turned
DR-100_0068.wav,caption_1,A bolt of lightning claps as rain falls in the distance
CONTACT_MACHINE_WII_ENGINE_BUZZ_JACKMENHORN_RODENTG3_APRIL2012.wav,caption_1,A thrum increases in frequency then remains steady.
Rusty Playground.wav,caption_1,Various notes on a musical instrument are played.
Hotel room shower.wav,caption_1,shower is constantly running but one time water runs down a drain
DOG49000%lisbonthecityofligth#theteacherisachild.wav,caption_1,Someone is playing a video game and using the control device.  
20070814.Copenhagen.03.wav,caption_1,A bell tolling in the foreground with some traffic noise.
16 splashes.wav,caption_1,A person is continuously splashing his hands in the water.
Bank phone.wav,caption_1,A phone continues to ring as no one is answering.
bubbling02.wav,caption_1,Bubbling water of a fountain repeats on throughout
NYC Manhole Cover.wav,caption_1,An engine idles and a man and woman speak from afar as an object knocks repeatedly.
quarters from machine.wav,caption_1,A coin machine being played while coins fall loudly as time goes on.
Great Tit birdsong.wav,caption_1,Birds are chirping ongoing patterns as ambient noise fills the scene
cow 06-09-2012.wav,caption_1,A bell chimes while hanging from an animal that is walking around.
Boats stranded on jetty.wav,caption_1,A car is driving by at a normal pace.
pillboardplastic_handlingnoises_tear.wav,caption_1,A quiet and continuous crackling of a material is happening.
Mountain Stream.wav,caption_1,Water is running from a fast moving stream.
Scarborough Seaside Spa Shelter.wav,caption_1,White noise persists for the whole of the audio
May Day in London 2010.wav,caption_1,"A person is drumming while another person sings, voices in the back ground"
chicken_01.wav,caption_1,The continuous clucking of a chicken is present.
Wellington Botanic Gardens.wav,caption_1,Birds chirp in the background as a waterfall rushes.
Ext-amb_subdued_forest_late-fall-evening.wav,caption_1,A bird is tweeting as traffic passes by in the background.
100302_07.wav,caption_1,A loud buzzing mostly obscured a faint background of crowds and drumming in the distance.
greece_filoti_cofee_1.wav,caption_1,"In this outdoor dining area people are chatting, a bird chirps and a vehicle drives nearby."
beastcamero.wav,caption_1,The engine of a vehicle starts and remains in idle before revving up.
fly 5 boat crack_03.wav,caption_1,a person rocking back and forth in a creaky rocking chair.
Ferry.wav,caption_1,The group of people talking in the room are drowning our the ambient hum.
teethbrush_1-2.wav,caption_1,A toothbrush is moving around in a mouth and scrubbing.
body falls.wav,caption_1,A low shuffling is occurring followed by a few loud smacks
Glasses Clinging.wav,caption_1,The different metals bang as they collide with each other.
mowinglawn_giethoorn_fspedit.wav,caption_1,Someone is mowing the lawn going up and down the yard.
sfx_turnschuhe_im_wald_02.wav,caption_1,A man is stepping on pieces of grass contained in a trash bag cover is a good start.
Dog Growls.wav,caption_1,A dog is growling angrily over and over again.
Families Playing At The Beach With Children.wav,caption_1,A big group of kids talk and play around together.
trafego em Casa Forte2.wav,caption_1,"Screeching, driving and braking noises coming from automobiles"
forest stick sticks wood stone hit carpenter woodcutter axe handmade manual work craft crafting handcraft handcrafting 3.wav,caption_1,A person hits a rock against the ground repeatedly.
tin_sign.wav,caption_1,Wind is blowing as several different cars drive by periodically
Silencyo_COUNTRY_DAY_Birds_Cuckoo_Morning_6AM.wav,caption_1,Some birdsong in the foreground with a hooting bird in the background.
Colouring(Close).wav,caption_1,A pencil is quickly rubbed back and forth across a surface.
Shalda Creek.wav,caption_1,A light waterfall from a stream and birds chirping and an animal calling
persone che camminano sulla neve.wav,caption_1,People are walking and items are being dragged.
07_STRAM.wav,caption_1,Vehicle engines rev up in traffic over male voices.
ohio stream 01.wav,caption_1,Water is flowing into another amount of water.
scissors.wav,caption_1,Hard objects are crunching and rubbing one another among a loose collection of items.
Message6.wav,caption_1,Static and grinding noise coming from an old fashioned radio.
Arcade pinball machine theme song.wav,caption_1,an electric piano playing a rhythmic upbeat sound.
FREEZER_DOOR_OPEN_CLOSE.wav,caption_1,The door is opened and closed so that the volume of the object generating sound behind it increases and decreases.
Tormenta electrica y lluvia Santiago de Chile.wav,caption_1,A light rain falls steadily as thunder booms in the distance.
wind2.wav,caption_1,Airplanes are moving overhead at a steady rate.
constant strum .wav,caption_1,A guitar that is out of tune is being played.
30. Sweeping broom.wav,caption_1,Someone sweeps a floor continuously with a broom.
Small Rock and Stone Hits 2.wav,caption_1,A tiny object being repeatedly thrown down onto a table.
Popcorn.wav,caption_1,Metal is clanged together slowly and repeatedly while water drips.
Nightpianola.wav,caption_1,a soft melody is played on an electric piano.
Various Int. Car Noises.wav,caption_1,A door open alarm in a car sounds and then the car door closes.
Mouth Breating.wav,caption_1,The person is breathing in and out of their mouth like they are cold.
Showerhead-Underwater.wav,caption_1,A machine released a high pressure stream of air.
20081231.fire.01.wav,caption_1,"Low leaking happens and a rustling, a soft whooshing, and a clink come after it."
Frogs_02.wav,caption_1,A large flock of birds chirp at night.
Distant Road With Some Birds.wav,caption_1,"The engine of a car is running, as birds chirp in the background."
Quiet back garden ambience.wav,caption_1,A factory is running a machine outside early in the morning with birds chirping occasionally.
DH12_137_trafficS.wav,caption_1,Cars pass by while wooden sticks tap a rhythmic pattern on stone.
gratiferia quinta normal sab 23 jul 06.wav,caption_1,Different people are speaking and some are laughing in a bustling  place.
Bathtub Duck.wav,caption_1,Someone is sipping their drink and blowing bubbles into it with a straw.
Train Engine Starts.wav,caption_1,A machine whirls as it operates at a steady speed.
Shop Door Knocks Original.wav,caption_1,A person uses different rhythms as they knock on a door.
Cartilage with rubber.wav,caption_1,A low clinking occurs and is followed by humming and a low whooshing sound
Gun Shots - Pistols.wav,caption_1,A person shoots a gun almost a dozen times outdoors at irregular intervals.
Duct impacts.wav,caption_1,An object thumps continuously into a metal container.
RESTAURANT AMBIENCE (Jerusalem Mount Zion Hotel 09.30) - Output - Stereo Out.wav,caption_1,People are talking indistinctly in the background while plates and utensils are being moved.
Bush Atmos 05.wav,caption_1,The wind is blowing and some birds are chirping to each other.
Tick Tock.wav,caption_1,A clock is continuously ticking while the time changes.
Soundscape_GWAEtoyIS_soundstory001.wav,caption_1,"A person is hammering on a piece of wood as others scrape, saw and sand more wood in the background."
Sound_FX_House cleaning disch.wav,caption_1,The dishes clank against one another as they are being moved.
street-BCN.wav,caption_1,A motorcycle is roaring its engine and drives out the road.
Subway U8 Munchen.wav,caption_1,a woman talks over a speaker while a machine beeps then whirs.
Charing Cross station walk.wav,caption_1,A vehicle or truck made a sound that gets louder then softer like it started and drove away.
thsha1_mono_maine_coon_20070104_1.wav,caption_1,A cat meows consistently and intermittently with a longer vocalization later.
Pictured_Rocks_Lake_M_Waves.wav,caption_1,Water is pouring on top of a metal surface overhead.
jgrzinich-Fireworks_over_Porto.wav,caption_1,"In the distance, some fireworks going off rise and lower in intensity."
BodyDrag1.wav,caption_1,Someone turns on and off the water hose to water the lawn.
Breathing.wav,caption_1,A person breathing slowly but also steadily throughout.
Flipping Through Notebook.wav,caption_1,Fingers are flipping through the pages of a magazine.
3x256_500k_reso_20000hz_y_freq_float_1pointfloat.wav,caption_1,A very disturbing and repetitive loud buzzing that does not change in noise or tone.
Train between wagons.wav,caption_1,"A train travels down the tracks, clattering a lot and rumbling slightly."
wind_howl2_stereo.wav,caption_1,The wind is really howling  loud as someone is coughing
Rainhail1.wav,caption_1,A machine or piece of equipment runs at a constant speed.
Twelve o&#39;clock 1.wav,caption_1,"A clock chimes in two separate pitches four times, then chimes several times on a single pitch."
Leather Jacket Wooshes.wav,caption_1,A low crinkling occurs several times and is followed by louder scraping
Lounge tea party - Ambience.wav,caption_1,People are talking and laughing in a restaurant.
KNOCKS medium 17sec.wav,caption_1,"Repeated, consistent, and slow banging of an object."
talking-bird.wav,caption_1,Squeaking in the background with a bird mimicking a voice in the foreground.
External Sound PB123.Sub.01.wav,caption_1,"Traffic passes in the far distance, a duck calls, and someone drops a bag."
Icelandic birdsong. Mothers protecting their eggs.wav,caption_1,birds chirping to one another out in the wild.
0211_165814 tea prep.wav,caption_1,Somebody murmurs at that point pours a fluid while somebody strolls around out of sight.
Bottle Crush - Slow.wav,caption_1,An object in a tin container is being moved around lightly.
09091600_BeloHorizonte_BusTerminal.wav,caption_1,A subway train comes to a stop and makes an announcement at the station.
Offerings for the Wat Pho Recliing Buddha.wav,caption_1,"As time goes on, a metal makes a clinging sound on glass."
starting car engine.wav,caption_1,The engine of a car starts and revs multiple times.
Walks on stones.wav,caption_1,A person walking on gravel slowly and then gets closer.
clicking metal.wav,caption_1,A metallic object is hitting a drum in a circular motion.
Hallway.wav,caption_1,A machine runs making a hissing noise in the background.
footsteps_1.wav,caption_1,Footsteps of a person walking back and forth in a room with hard floors.
Park of Ciudad del Este.wav,caption_1,A man leads a group of children in a call and response chant
water on glass.wav,caption_1,Someone washing clothes in a bucket of water with a wooden wash board.
guide-Udaipur-Shilpgram-2.wav,caption_1,A teacher is speaking to his students in a classroom.
Ambience in spaceship.wav,caption_1,"While a machine constantly humans, birds chirp in the background"
fly 4 horse steps_01.wav,caption_1,A horse walks slowly at first and then begins trotting.
Flotante - Vent submari.wav,caption_1,"A person is running a machine that makes roaring, humming, and buzzing sounds."
Karate Class.wav,caption_1,Several men speak out responses in unison to what another man barks out.
Pills.wav,caption_1,A bottle of pills is shaken around in a circular motion and then up and down.
outdoor warning.wav,caption_1,The birds are chirping in the background as a heavily muffled voice comes through a speaker.
gas_pump_2.wav,caption_1,An object is being processed on a rotating machine.
birds on the lake.wav,caption_1,Insects are in the background of various birds singing.
hammer.wav,caption_1,Someone is beating a surface with a hammer with occasional pauses
Metal_Gate_squeak_high.wav,caption_1,Metal objects are being moved letting out a high pitched squeak followed by a lower pitched squeak.
Windy ambience.wav,caption_1,The birds are chirping outdoors throughout the background feedback of persistent wind.
Phone_Vibe_Wood.wav,caption_1,A phone sitting on something while vibrating loudly and gets a little faster at the end.
clock tickling with ambient room tone.wav,caption_1,An old fashioned clock is ticking in a small room.
Alien gun in space.wav,caption_1,A bouncing ball echoing in a large space.
Furnace.wav,caption_1,Air is blowing through a vent and small weighty fragments are hitting the ground.
101225_pealing.bells.wav,caption_1,A bell ringing loudly with birds chirping in the background
tooth_paste_box.wav,caption_1,"A horn is blown and sounds are short, long and warbly."
conxiadora.wav,caption_1,Multiple wood stick in a fire camp are crackling.
Waterflow_IV.wav,caption_1,A continuous flow of liquid falls into a basin of liquid making a splashing sound.
Brush scrubbing.wav,caption_1,A surface is being vigorously brushed with a cleaning brush.
greece_boat_piraeus.wav,caption_1,An announcement plays through a public announcement system and chair legs scrape across the floor as background conversations continue.
Abandoned Greenhouse by the Sea.wav,caption_1,Wind chimes are getting progressively louder and louder.
gravel-01.wav,caption_1,Someone is scooping beans and pouring them into a different container.
Ampince 1 Water park 150091.wav,caption_1,The rain is falling so hard outside due to a bad storm.
cicadas at open air market cigales au marche Bonnieux.wav,caption_1,Many people are talking while a coffee machine brews coffee.
Melting Ice.wav,caption_1,The clanking of metal and then the sizzling of something cooking in a pan
Int- Mom&amp;DadcondoScreenDoor.wav,caption_1,The squeak of a door hinge and the creak of a board.
sweeping patio with stiff broom_1.wav,caption_1,Someone outside is doing work and sweeping up with a broom.
"Grasshoppers, sea and people.wav",caption_1,Children are splashing in the water while others swim and talk.
waves002.wav,caption_1,The waves crash forcefully whilst the wind blows on the oceans surface.
75_SQUEK.wav,caption_1,Heavy machinery engines run as people talk in the background.
Washing Machine 2.wav,caption_1,A washing machine is going through its agitated cycle.
sheeps.wav,caption_1,Numerous sheep are baaing as a bell is chiming.
Prostornay_street_ambience_161018_0277.wav,caption_1,Cars driving past while a machine is running in the background
Car Parking on Gravel or Man Walking on Rocks.wav,caption_1,"A bag is being crumpled, it slows down for one second and crumples nonstop again."
Matches being Ignited.wav,caption_1,A bunch of small animals rustle around on trash.
salon atmos.wav,caption_1,A person moves around in a room as cars pass by outside and a TV is on in the distance.
Train Level Crossing.wav,caption_1,Train horn blares crossing guard bells ring as train roars and passes by bells continue to ring
outdoors ambient near airport plane hum.wav,caption_1,"An aircraft passes overhead, its engines becoming louder before fading, while birds chirp in the background."
Engine2.wav,caption_1,Someone loudly revs up an engine before bringing it down into an idling state.
Dog barking-accordion 01- 090717.wav,caption_1,a person plays an accordion as a dog howls at the music causing a woman to laugh.
storm.wav,caption_1,The whirring of the locomotive gave way to the clunking of wheels on rail and grew into a smooth rhythm.
CostaRicaRain.wav,caption_1,"Heavy rain falls continuously in a downpour, hitting the ground."
broad neighborhood background.wav,caption_1,A child speaks as birds chirp and sirens go off in the far distance.
Edgar Thomson 1.wav,caption_1,"Static white noise fills the air, not changing in volume or pitch."
birdsong.wav,caption_1,"Two birds are calling to each other, one after the other while a man breathes in the foreground."
Forest spring 1pm NL VUGHT SHORT 150415_0619.wav,caption_1,A number of different birds call out with varying degrees of volume.
Birds_light_rain_distant_thunder.wav,caption_1,Ambient low quality audio as wind passes by at the end.
StreetNoise.wav,caption_1,Music is playing and various water jets are blasting in a car wash.
dorr med metallbeslag.wav,caption_1,"Someone is unlocking a door, a person speaks, and a door opens and closes."
Rattling at an iron gate.wav,caption_1,Stones are being dumped slowly down a metal slide.
rain_metallic_gutter_sanus_excipio.wav,caption_1,Water was flowing with repeated drips on a metallic surface.
walking in snow in the woods.wav,caption_1,A bird chirps and someone is walking through snow.
scribbling writing on paper.wav,caption_1,Scratching made by someone writing for the entire length of time.
Steps - walk.wav,caption_1,"Footsteps of several people walking,  some are stomping and people speak quietly"
Uni_Folie_FountainWater2.wav,caption_1,The burble of water rushes down rapidly in the shower and eventually goes down the drain.
Crowd Cheer.wav,caption_1,A large audience applauds and shouts out vigorous cheers.
INT Factory nearby 3 water dripping.wav,caption_1,The dripping of water echoes in a room.
20061105SumpPumpSiphon.wav,caption_1,"As water boils, it pushes against the metal lid of the pan it is in."
20070219.ultrasonic.cleaner.wav,caption_1,something continuously hisses as something slowly bangs in the background
Fridge Motor 2.wav,caption_1,A machine motor runs for a moment and then shuts off.
Boiling water in a kettle.wav,caption_1,A motor runs loudly and then gradually decreases in volume.
Crowd Medium.wav,caption_1,Multiple people are having multiple conversations loudly in the same area.
Harmonica_Key_Of_C_Chord_Whas 01.wav,caption_1,A harmonica being played alternating between two notes.
City_Ambience_Cars_Night.wav,caption_1,A car barrels down a road on a windy day.
smeared bell.wav,caption_1,A low hum becomes louder and louder as time passes.
Nene Valley Railway Santa Special at the River Nene Bridge.wav,caption_1,A train is rumbling by loudly in the distance.
"Trucks, cars, bicycle are  passed.wav",caption_1,"Strong gusts of wind blow, fade and return."
Turkish market.wav,caption_1,Several people are in a group talking loudly to one another.
Jilkakilka_Garden rain.wav,caption_1,Rain is pouring down as footsteps are splashing in the water.
2007-03-18_UnderOverpassRiverdaleRdRoyUT.wav,caption_1,An engine is making noises at varying volumes.
Golpe de puerta.wav,caption_1,Something bangs five quick taps then pauses and repeats four times.
ATMOS People Ice Skating Frozen Lake.wav,caption_1,A rustling noise is loud while people are screaming and talking.
twangy-latch.wav,caption_1,A person is using a staple gun to work.
general noise vehicle interior.wav,caption_1,A motor running at a fairly even volume and pace.
barabooRiver.wav,caption_1,Rain is coming down on the ground with light Thunder in the background
windchim .wav,caption_1,A wind chime blows in the wind to play different notes.
foley clothes friction different textures.wav,caption_1,A surface is being scrubbed down with a brush.
obres_maremagnum3.wav,caption_1,Faint talking mixing with the distant hum of machinery.
tubfaucet.wav,caption_1,Water is flowing down the tap with the wind in the background
gardensoundscape.wav,caption_1,Cars are racing down the track as birds are tweeting.
Newspaper Reading.wav,caption_1,"A person move paper across a surface, then crumples it."
Quiet airport terminal.wav,caption_1,Metal clangs together as the computer thumps in the background.
20070820.tent.rain.helicopter.wav,caption_1,An airplane is starting to take off and flies away.
plastic wobble 03.wav,caption_1,A tin or aluminum pane is vibrating in the air.
Diesel_start_idle2.wav,caption_1,"A small, running engine makes a constant clicking sound."
raining on the roof of Jennie Lee Building.wav,caption_1,Huge rain is pouring down very loudly outside.
Turning Page - Slow.wav,caption_1,"Paper rips, then it is jostled and crunches."
Beacon2.wav,caption_1,A musical instrument is being played in the background.
soundScape_SASP_5thgrade.wav,caption_1,A person is shaking and playing different instruments to create music.
Clandon Chime.wav,caption_1,"A church bell chimes, then a car passes, and a soda can pops."
Cat Purring 3.wav,caption_1,A horse is clopping down a road and making noises from its mouth.
creek.wav,caption_1,The water is flowing in a stream as several birds are singing farther away.
20100620.kids.hall.wav,caption_1,Children talk and bounce a ball inside of a large room.
20090501.dog.night.wav,caption_1,A dog loudly barks and another dog barks in the background.
Rattling security barriers.wav,caption_1,Someone is shaking and clinking keys to make music.
Squeacky Door.wav,caption_1,"As a door is swung back and forth, its hinges creak loudly."
Removal of pain pill from metal sheet .wav,caption_1,Some plastic utensils are touching and scraping each other.
bakingbacon.wav,caption_1,"As water runs from the tap into the sink, dishes are clanked together."
Library Ambience.wav,caption_1,Children and adults are talking in the background.
Wind and Sprinkling Rain.wav,caption_1,Heavy rain falls as thunder booms in a storm.
Water Enclosed.wav,caption_1,"Water steadily rushes into a large, enclosed pool."
waterfall in the Harz mountains.wav,caption_1,A loud torrent of rushing water flows forcefully along.
Liangwei-pesticide_spraying.wav,caption_1,A powerful fan whistled as it pushed air down the hall.
Cola Into Glass.wav,caption_1,A beverage with bubbles is poured from a container to glass.
metal_mixing_bowl_spins_edit.wav,caption_1,"On the floor, a pot lid rolls around."
Street Noise w preacher.wav,caption_1,A man yells as people talk and laugh while music plays in the background
Train Leaves Station.wav,caption_1,"Light hissing and beeping at the beginning, then a quiet horn, clicking and a motor."
eastern_01_longley.wav,caption_1,Someone is playing beautiful music from a violin
130828_Bytow_clock&amp;fountain.wav,caption_1,"Church bells are ringing, birds singing, and people are talking outside."
Snow footsteps close perspective.wav,caption_1,Footsteps crunch rapidly through a snow covered location.
cricket.wav,caption_1,A chorus of crickets and birds overlap as people talk while dogs bark in the far distance.
svalbard_ny_aalesund_20060807.wav,caption_1,A far off machine sound with a slight reverberation.
bar with opera.wav,caption_1,In a crowded restaurant people are talking and spoons and utensils are clanging.
JSB_Small Splashes.wav,caption_1,A person repeatedly taps the sides of a metal container that is full of water.
room-fan-raindrops.wav,caption_1,"In the background birds are lightly chirping, while from the inside of the car traffic is quietly going by."
forest water.wav,caption_1,"Water is dripping, birds tweeting, and the calming outdoors."
